0,1,2
2.3200000000000003,0.48,0.0
0.8581818181818182,0.48,0.0
0.22909090909090907,0.48,0.12
1.4400000000000002,0.0,2.08
0.0,0.12,0.48
0.0,2.08,1.1600000000000001
0.12,0.6,0.24
2.3200000000000003,2.3200000000000003,0.0
0.6,0.84,0.12
1.28,1.4400000000000002,2.2
0.22909090909090907,0.24,0.48
0.64,1.6800000000000002,1.56
0.0,0.48,0.36
0.0,0.0,2.44
0.24,0.0,0.96
2.2,0.0,0.72
0.6,0.12,1.4
1.04,1.96,0.48
0.36,0.88,0.36
1.4,0.48,0.36
1.4400000000000002,0.24,2.08
0.12,0.48,0.36
1.04,0.6,0.64
0.0,2.9200000000000004,0.0
0.0,1.08,0.0
0.6,0.24,0.0
2.68,0.0,0.0
1.4400000000000002,0.24,0.12
0.0,2.08,2.08
0.0,0.12,0.6
0.0,2.08,1.4
